====1====
(6,1,3)
(6,2,5)
(6,3,7)
(6,4,9)
(6,5,11)
(6,6,13)
(6,7,13)
(6,8,13)
(6,9,13)
(6,10,13)
(6,11,13)
(6,12,13)
(6,13,13)
(6,14,13)
(6,15,13)
(6,16,13)
(6,17,13)
(6,18,13)
(6,19,13)
(6,20,13)
(7,0,1)
(7,1,3)
(7,2,5)
(7,3,7)
(7,4,9)
(7,5,11)
(7,6,13)
(7,7,15)
(7,8,15)
(7,9,15)
(7,10,15)
(7,11,15)
(7,12,15)
(7,13,15)
(7,14,15)
(7,15,15)
(7,16,15)
(7,17,15)
(7,18,15)
(7,19,15)
(7,20,15)
(8,0,1)
(8,1,3)
(8,2,5)
(8,3,7)
(8,4,9)
(8,5,11)
(8,6,13)
(8,7,15)
(8,8,17)
(8,9,17)
(8,10,17)
(8,11,17)
(8,12,17)
(8,13,17)
(8,14,17)
(8,15,17)
(8,16,17)
(8,17,17)
(8,18,17)
(8,19,17)
(8,20,17)
(9,0,1)
(9,1,3)
(9,2,5)
(9,3,7)
(9,4,9)
(9,5,11)
(9,6,13)
(9,7,15)
(9,8,17)
(9,9,19)
(9,10,19)
(9,11,19)
(9,12,19)
(9,13,19)
(9,14,19)
(9,15,19)
(9,16,19)
(9,17,19)
(9,18,19)
(9,19,19)
(9,20,19)
(10,0,1)
(10,1,3)
(10,2,5)
(10,3,7)
(10,4,9)
(10,5,11)
(10,6,13)
(10,7,15)
(10,8,17)
(10,9,19)
(10,10,21)
(10,11,21)
(10,12,21)
(10,13,21)
(10,14,21)
(10,15,21)
(10,16,21)
(10,17,21)
(10,18,21)
(10,19,21)
(10,20,21)
(11,0,1)
(11,1,3)
(11,2,5)
(11,3,7)
(11,4,9)
(11,5,11)
(11,6,13)
(11,7,15)
(11,8,17)
(11,9,19)
(11,10,21)
(11,11,23)
(11,12,23)
(11,13,23)
(11,14,23)
(11,15,23)
(11,16,23)
(11,17,23)
(11,18,23)
(11,19,23)
(11,20,23)
(12,0,1)
(12,1,3)
(12,2,5)
(12,3,7)
(12,4,9)
(12,5,11)
(12,6,13)
(12,7,15)
(12,8,17)
(12,9,19)
(12,10,21)
(12,11,23)
(12,12,25)
(12,13,25)
(12,14,25)
(12,15,25)
(12,16,25)
(12,17,25)
(12,18,25)
(12,19,25)
(12,20,25)
(13,0,1)
(13,1,3)
(13,2,5)
(13,3,7)
(13,4,9)
(13,5,11)
(13,6,13)
(13,7,15)
(13,8,17)
(13,9,19)
(13,10,21)
(13,11,23)
(13,12,25)
(13,13,27)
(13,14,27)
(13,15,27)
(13,16,27)
(13,17,27)
(13,18,27)
(13,19,27)
(13,20,27)
(14,0,1)
(14,1,3)
(14,2,5)
(14,3,7)
(14,4,9)
(14,5,11)
(14,6,13)
(14,7,15)
(14,8,17)
(14,9,19)
(14,10,21)
(14,11,23)
(14,12,25)
(14,13,27)
(14,14,29)
(14,15,29)
(14,16,29)
(14,17,29)
(14,18,29)
(14,19,29)
(14,20,29)
(15,0,1)
(15,1,3)
(15,2,5)
(15,3,7)
(15,4,9)
(15,5,11)
(15,6,13)
(15,7,15)
(15,8,17)
(15,9,19)
(15,10,21)
(15,11,23)
(15,12,25)
(15,13,27)
(15,14,29)
(15,15,31)
(15,16,31)
(15,17,31)
(15,18,31)
(15,19,31)
(15,20,31)
(16,0,1)
(16,1,3)
(16,2,5)
(16,3,7)
(16,4,9)
(16,5,11)
(16,6,13)
(16,7,15)
(16,8,17)
(16,9,19)
(16,10,21)
(16,11,23)
(16,12,25)
(16,13,27)
(16,14,29)
(16,15,31)
(16,16,33)
(16,17,33)
(16,18,33)
(16,19,33)
(16,20,33)
(17,0,1)
(17,1,3)
(17,2,5)
(17,3,7)
(17,4,9)
(17,5,11)
(17,6,13)
(17,7,15)
(17,8,17)
(17,9,19)
(17,10,21)
(17,11,23)
(17,12,25)
(17,13,27)
(17,14,29)
(17,15,31)
(17,16,33)
(17,17,35)
(17,18,35)
(17,19,35)
(17,20,35)
(18,0,1)
(18,1,3)
(18,2,5)
(18,3,7)
(18,4,9)
(18,5,11)
(18,6,13)
(18,7,15)
(18,8,17)
(18,9,19)
(18,10,21)
(18,11,23)
(18,12,25)
(18,13,27)
(18,14,29)
(18,15,31)
(18,16,33)
(18,17,35)
(18,18,37)
(18,19,37)
(18,20,37)
(19,0,1)
(19,1,3)
(19,2,5)
(19,3,7)
(19,4,9)
(19,5,11)
(19,6,13)
(19,7,15)
(19,8,17)
(19,9,19)
(19,10,21)
(19,11,23)
(19,12,25)
(19,13,27)
(19,14,29)
(19,15,31)
(19,16,33)
(19,17,35)
(19,18,37)
(19,19,39)
(19,20,39)
(20,0,1)
(20,1,3)
(20,2,5)
(20,3,7)
(20,4,9)
(20,5,11)
(20,6,13)
(20,7,15)
(20,8,17)
(20,9,19)
(20,10,21)
(20,11,23)
(20,12,25)
(20,13,27)
(20,14,29)
(20,15,31)
(20,16,33)
(20,17,35)
(20,18,37)
(20,19,39)
(20,20,41)
====2====
(0,0,1)
(0,1,1)
(0,2,1)
(0,3,1)
(0,4,1)
(0,5,1)
(0,6,1)
(0,7,1)
(0,8,1)
(0,9,1)
(0,10,1)
(0,11,1)
(0,12,1)
(0,13,1)
(0,14,1)
(0,15,1)
(0,16,1)
(0,17,1)
(0,18,1)
(0,19,1)
(0,20,1)
(1,0,2)
(1,1,1)
(1,2,1)
(1,3,1)
(1,4,1)
(1,5,1)
(1,6,1)
(1,7,1)
(1,8,1)
(1,9,1)
(1,10,1)
(1,11,1)
(1,12,1)
(1,13,1)
(1,14,1)
(1,15,1)
(1,16,1)
(1,17,1)
(1,18,1)
(1,19,1)
(1,20,1)
(2,0,2)
(2,1,1)
(2,2,1)
(2,3,1)
(2,4,1)
(2,5,1)
(2,6,1)
(2,7,1)
(2,8,1)
(2,9,1)
(2,10,1)
(2,11,1)
(2,12,1)
(2,13,1)
(2,14,1)
(2,15,1)
(2,16,1)
(2,17,1)
(2,18,1)
(2,19,1)
(2,20,1)
(3,0,2)
(3,1,1)
(3,2,1)
(3,3,1)
(3,4,1)
(3,5,1)
(3,6,1)
(3,7,1)
(3,8,1)
(3,9,1)
(3,10,1)
(3,11,1)
(3,12,1)
(3,13,1)
(3,14,1)
(3,15,1)
(3,16,1)
(3,17,1)
(3,18,1)
(3,19,1)
(3,20,1)
(4,0,2)
(4,1,1)
(4,2,1)
(4,3,1)
(4,4,1)
(4,5,1)
(4,6,1)
(4,7,1)
(4,8,1)
(4,9,1)
(4,10,1)
(4,11,1)
(4,12,1)
(4,13,1)
(4,14,1)
(4,15,1)
(4,16,1)
(4,17,1)
(4,18,1)
(4,19,1)
(4,20,1)
(5,0,2)
(5,1,1)
(5,2,1)
(5,3,1)
(5,4,1)
(5,5,1)
(5,6,1)
(5,7,1)
(5,8,1)
(5,9,1)
(5,10,1)
(5,11,1)
(5,12,1)
(5,13,1)
(5,14,1)
(5,15,1)
(5,16,1)
(5,17,1)
(5,18,1)
(5,19,1)
(5,20,1)
(6,0,2)
(6,1,1)
(6,2,1)
(6,3,1)
(6,4,1)
(6,5,1)
(6,6,1)
(6,7,1)
(6,8,1)
(6,9,1)
(6,10,1)
(6,11,1)
(6,12,1)
(6,13,1)
(6,14,1)
(6,15,1)
(6,16,1)
(6,17,1)
(6,18,1)
(6,19,1)
(6,20,1)
(7,0,2)
(7,1,1)
(7,2,1)
(7,3,1)
(7,4,1)
(7,5,1)
(7,6,1)
(7,7,1)
(7,8,1)
(7,9,1)
(7,10,1)
(7,11,1)
(7,12,1)
(7,13,1)
(7,14,1)
(7,15,1)
(7,16,1)
(7,17,1)
(7,18,1)
(7,19,1)
(7,20,1)
(8,0,2)
(8,1,1)
(8,2,1)
(8,3,1)
(8,4,1)
(8,5,1)
(8,6,1)
(8,7,1)
(8,8,1)
(8,9,1)
(8,10,1)
(8,11,1)
(8,12,1)
(8,13,1)
(8,14,1)
(8,15,1)
(8,16,1)
(8,17,1)
(8,18,1)
(8,19,1)
(8,20,1)
(9,0,2)
(9,1,1)
(9,2,1)
(9,3,1)
(9,4,1)
(9,5,1)
(9,6,1)
(9,7,1)
(9,8,1)
(9,9,1)
(9,10,1)
(9,11,1)
(9,12,1)
(9,13,1)
(9,14,1)
(9,15,1)
(9,16,1)
(9,17,1)
(9,18,1)
(9,19,1)
(9,20,1)
(10,0,2)
(10,1,1)
(10,2,1)
(10,3,1)
(10,4,1)
(10,5,1)
(10,6,1)
(10,7,1)
(10,8,1)
(10,9,1)
(10,10,1)
(10,11,1)
(10,12,1)
(10,13,1)
(10,14,1)
(10,15,1)
(10,16,1)
(10,17,1)
(10,18,1)
(10,19,1)
(10,20,1)
(11,0,2)
(11,1,1)
(11,2,1)
(11,3,1)
(11,4,1)
(11,5,1)
(11,6,1)
(11,7,1)
(11,8,1)
(11,9,1)
(11,10,1)
(11,11,1)
(11,12,1)
(11,13,1)
(11,14,1)
(11,15,1)
(11,16,1)
(11,17,1)
(11,18,1)
(11,19,1)
(11,20,1)
(12,0,2)
(12,1,1)
(12,2,1)
(12,3,1)
(12,4,1)
(12,5,1)
(12,6,1)
(12,7,1)
(12,8,1)
(12,9,1)
(12,10,1)
(12,11,1)
(12,12,1)
(12,13,1)
(12,14,1)
(12,15,1)
(12,16,1)
(12,17,1)
(12,18,1)
(12,19,1)
(12,20,1)
(13,0,2)
(13,1,1)
(13,2,1)
(13,3,1)
(13,4,1)
(13,5,1)
(13,6,1)
(13,7,1)
(13,8,1)
(13,9,1)
(13,10,1)
(13,11,1)
(13,12,1)
(13,13,1)
(13,14,1)
(13,15,1)
(13,16,1)
(13,17,1)
(13,18,1)
(13,19,1)
(13,20,1)
(14,0,2)
(14,1,1)
(14,2,1)
(14,3,1)
(14,4,1)
(14,5,1)
(14,6,1)
(14,7,1)
(14,8,1)
(14,9,1)
(14,10,1)
(14,11,1)
(14,12,1)
(14,13,1)
(14,14,1)
(14,15,1)
(14,16,1)
(14,17,1)
(14,18,1)
(14,19,1)
(14,20,1)
(15,0,2)
(15,1,1)
(15,2,1)
(15,3,1)
(15,4,1)
(15,5,1)
(15,6,1)
(15,7,1)
(15,8,1)
(15,9,1)
(15,10,1)
(15,11,1)
(15,12,1)
(15,13,1)
(15,14,1)
(15,15,1)
(15,16,1)
(15,17,1)
(15,18,1)
(15,19,1)
(15,20,1)
(16,0,2)
(16,1,1)
(16,2,1)
(16,3,1)
(16,4,1)
(16,5,1)
(16,6,1)
(16,7,1)
(16,8,1)
(16,9,1)
(16,10,1)
(16,11,1)
(16,12,1)
(16,13,1)
(16,14,1)
(16,15,1)
(16,16,1)
(16,17,1)
(16,18,1)
(16,19,1)
(16,20,1)
(17,0,2)
(17,1,1)
(17,2,1)
(17,3,1)
(17,4,1)
(17,5,1)
(17,6,1)
(17,7,1)
(17,8,1)
(17,9,1)
(17,10,1)
(17,11,1)
(17,12,1)
(17,13,1)
(17,14,1)
(17,15,1)
(17,16,1)
(17,17,1)
(17,18,1)
(17,19,1)
(17,20,1)
(18,0,2)
(18,1,1)
(18,2,1)
(18,3,1)
(18,4,1)
(18,5,1)
(18,6,1)
(18,7,1)
(18,8,1)
(18,9,1)
(18,10,1)
(18,11,1)
(18,12,1)
(18,13,1)
(18,14,1)
(18,15,1)
(18,16,1)
(18,17,1)
(18,18,1)
(18,19,1)
(18,20,1)
(19,0,2)
(19,1,1)
(19,2,1)
(19,3,1)
(19,4,1)
(19,5,1)
(19,6,1)
(19,7,1)
(19,8,1)
(19,9,1)
(19,10,1)
(19,11,1)
(19,12,1)
(19,13,1)
(19,14,1)
(19,15,1)
(19,16,1)
(19,17,1)
(19,18,1)
(19,19,1)
(19,20,1)
(20,0,2)
(20,1,1)
(20,2,1)
(20,3,1)
(20,4,1)
(20,5,1)
(20,6,1)
(20,7,1)
(20,8,1)
(20,9,1)
(20,10,1)
(20,11,1)
(20,12,1)
(20,13,1)
(20,14,1)
(20,15,1)
(20,16,1)
(20,17,1)
(20,18,1)
(20,19,1)
(20,20,1)
====3====
(0,1,1)
(0,2,1)
(0,3,1)
(0,4,1)
(0,5,1)
(0,6,1)
(0,7,1)
(0,8,1)
(0,9,1)
(0,10,1)
(0,11,1)
(0,12,1)
(0,13,1)
(0,14,1)
(0,15,1)
(0,16,1)
(0,17,1)
(0,18,1)
(0,19,1)
(0,20,1)
(1,1,3)
(1,2,3)
(1,3,3)
(1,4,3)
(1,5,3)
(1,6,3)
(1,7,3)
(1,8,3)
(1,9,3)
(1,10,3)
(1,11,3)
(1,12,3)
(1,13,3)
(1,14,3)
(1,15,3)
(1,16,3)
(1,17,3)
(1,18,3)
(1,19,3)
(1,20,3)
(2,1,3)
(2,2,5)
(2,3,5)
(2,4,5)
(2,5,5)
(2,6,5)
(2,7,5)
(2,8,5)
(2,9,5)
(2,10,5)
(2,11,5)
(2,12,5)
(2,13,5)
(2,14,5)
(2,15,5)
(2,16,5)
(2,17,5)
(2,18,5)
(2,19,5)
(2,20,5)
(3,1,3)
(3,2,5)
(3,3,7)
(3,4,7)
(3,5,7)
(3,6,7)
(3,7,7)
(3,8,7)
(3,9,7)
(3,10,7)
(3,11,7)
(3,12,7)
(3,13,7)
(3,14,7)
(3,15,7)
(3,16,7)
(3,17,7)
(3,18,7)
(3,19,7)
(3,20,7)
(4,1,3)
(4,2,5)
(4,3,7)
(4,4,9)
(4,5,9)
(4,6,9)
(4,7,9)
(4,8,9)
(4,9,9)
(4,10,9)
(4,11,9)
(4,12,9)
(4,13,9)
(4,14,9)
(4,15,9)
(4,16,9)
(4,17,9)
(4,18,9)
(4,19,9)
(4,20,9)
(5,1,3)
(5,2,5)
(5,3,7)
(5,4,9)
(5,5,11)
(5,6,11)
(5,7,11)
(5,8,11)
(5,9,11)
(5,10,11)
(5,11,11)
(5,12,11)
(5,13,11)
(5,14,11)
(5,15,11)
(5,16,11)
(5,17,11)
(5,18,11)
(5,19,11)
(5,20,11)
(6,1,3)
(6,2,5)
(6,3,7)
(6,4,9)
(6,5,11)
(6,6,13)
(6,7,13)
(6,8,13)
(6,9,13)
(6,10,13)
(6,11,13)
(6,12,13)
(6,13,13)
(6,14,13)
(6,15,13)
(6,16,13)
(6,17,13)
(6,18,13)
(6,19,13)
(6,20,13)
(7,1,3)
(7,2,5)
(7,3,7)
(7,4,9)
(7,5,11)
(7,6,13)
(7,7,15)
(7,8,15)
(7,9,15)
(7,10,15)
(7,11,15)
(7,12,15)
(7,13,15)
(7,14,15)
(7,15,15)
(7,16,15)
(7,17,15)
(7,18,15)
(7,19,15)
(7,20,15)
(8,1,3)
(8,2,5)
(8,3,7)
(8,4,9)
(8,5,11)
(8,6,13)
(8,7,15)
(8,8,17)
(8,9,17)
(8,10,17)
(8,11,17)
(8,12,17)
(8,13,17)
(8,14,17)
(8,15,17)
(8,16,17)
(8,17,17)
(8,18,17)
(8,19,17)
(8,20,17)
(9,1,3)
(9,2,5)
(9,3,7)
(9,4,9)
(9,5,11)
(9,6,13)
(9,7,15)
(9,8,17)
(9,9,19)
(9,10,19)
(9,11,19)
(9,12,19)
(9,13,19)
(9,14,19)
(9,15,19)
(9,16,19)
(9,17,19)
(9,18,19)
(9,19,19)
(9,20,19)
(10,1,3)
(10,2,5)
(10,3,7)
(10,4,9)
(10,5,11)
(10,6,13)
(10,7,15)
(10,8,17)
(10,9,19)
(10,10,21)
(10,11,21)
(10,12,21)
(10,13,21)
(10,14,21)
(10,15,21)
(10,16,21)
(10,17,21)
(10,18,21)
(10,19,21)
(10,20,21)
(11,1,3)
(11,2,5)
(11,3,7)
(11,4,9)
(11,5,11)
(11,6,13)
(11,7,15)
(11,8,17)
(11,9,19)
(11,10,21)
(11,11,23)
(11,12,23)
(11,13,23)
(11,14,23)
(11,15,23)
(11,16,23)
(11,17,23)
(11,18,23)
(11,19,23)
(11,20,23)
(12,1,3)
(12,2,5)
(12,3,7)
(12,4,9)
(12,5,11)
(12,6,13)
(12,7,15)
(12,8,17)
(12,9,19)
(12,10,21)
(12,11,23)
(12,12,25)
(12,13,25)
(12,14,25)
(12,15,25)
(12,16,25)
(12,17,25)
(12,18,25)
(12,19,25)
(12,20,25)
(13,1,3)
(13,2,5)
(13,3,7)
(13,4,9)
(13,5,11)
(13,6,13)
(13,7,15)
(13,8,17)
(13,9,19)
(13,10,21)
(13,11,23)
(13,12,25)
(13,13,27)
(13,14,27)
(13,15,27)
(13,16,27)
(13,17,27)
(13,18,27)
(13,19,27)
(13,20,27)
(14,1,3)
(14,2,5)
(14,3,7)
(14,4,9)
(14,5,11)
(14,6,13)
(14,7,15)
(14,8,17)
(14,9,19)
(14,10,21)
(14,11,23)
(14,12,25)
(14,13,27)
(14,14,29)
(14,15,29)
(14,16,29)
(14,17,29)
(14,18,29)
(14,19,29)
(14,20,29)
(15,1,3)
(15,2,5)
(15,3,7)
(15,4,9)
(15,5,11)
(15,6,13)
(15,7,15)
(15,8,17)
(15,9,19)
(15,10,21)
(15,11,23)
(15,12,25)
(15,13,27)
(15,14,29)
(15,15,31)
(15,16,31)
(15,17,31)
(15,18,31)
(15,19,31)
(15,20,31)
(16,1,3)
(16,2,5)
(16,3,7)
(16,4,9)
(16,5,11)
(16,6,13)
(16,7,15)
(16,8,17)
(16,9,19)
(16,10,21)
(16,11,23)
(16,12,25)
(16,13,27)
(16,14,29)
(16,15,31)
(16,16,33)
(16,17,33)
(16,18,33)
(16,19,33)
(16,20,33)
(17,1,3)
(17,2,5)
(17,3,7)
(17,4,9)
(17,5,11)
(17,6,13)
(17,7,15)
(17,8,17)
(17,9,19)
(17,10,21)
(17,11,23)
(17,12,25)
(17,13,27)
(17,14,29)
(17,15,31)
(17,16,33)
(17,17,35)
(17,18,35)
(17,19,35)
(17,20,35)
(18,1,3)
(18,2,5)
(18,3,7)
(18,4,9)
(18,5,11)
(18,6,13)
(18,7,15)
(18,8,17)
(18,9,19)
(18,10,21)
(18,11,23)
(18,12,25)
(18,13,27)
(18,14,29)
(18,15,31)
(18,16,33)
(18,17,35)
(18,18,37)
(18,19,37)
(18,20,37)
(19,1,3)
(19,2,5)
(19,3,7)
(19,4,9)
(19,5,11)
(19,6,13)
(19,7,15)
(19,8,17)
(19,9,19)
(19,10,21)
(19,11,23)
(19,12,25)
(19,13,27)
(19,14,29)
(19,15,31)
(19,16,33)
(19,17,35)
(19,18,37)
(19,19,39)
(19,20,39)
(20,1,3)
(20,2,5)
(20,3,7)
(20,4,9)
(20,5,11)
(20,6,13)
(20,7,15)
(20,8,17)
(20,9,19)
(20,10,21)
(20,11,23)
(20,12,25)
(20,13,27)
(20,14,29)
(20,15,31)
(20,16,33)
(20,17,35)
(20,18,37)
(20,19,39)
(20,20,41)
====4====
(0,0,1)
(0,1,2)
(0,2,2)
(0,3,2)
(0,4,2)
(0,5,2)
(0,6,2)
(0,7,2)
(0,8,2)
(0,9,2)
(0,10,2)
(0,11,2)
(0,12,2)
(0,13,2)
(0,14,2)
(0,15,2)
(0,16,2)
(0,17,2)
(0,18,2)
(0,19,2)
(0,20,2)
(1,0,0)
(1,1,1)
(1,2,1)
(1,3,1)
(1,4,1)
(1,5,1)
(1,6,1)
(1,7,1)
(1,8,1)
(1,9,1)
(1,10,1)
(1,11,1)
(1,12,1)
(1,13,1)
(1,14,1)
(1,15,1)
(1,16,1)
(1,17,1)
(1,18,1)
(1,19,1)
(1,20,1)
(2,0,0)
(2,1,1)
(2,2,1)
(2,3,1)
(2,4,1)
(2,5,1)
(2,6,1)
(2,7,1)
(2,8,1)
(2,9,1)
(2,10,1)
(2,11,1)
(2,12,1)
(2,13,1)
(2,14,1)
(2,15,1)
(2,16,1)
(2,17,1)
(2,18,1)
(2,19,1)
(2,20,1)
(3,0,0)
(3,1,1)
(3,2,1)
(3,3,1)
(3,4,1)
(3,5,1)
(3,6,1)
(3,7,1)
(3,8,1)
(3,9,1)
(3,10,1)
(3,11,1)
(3,12,1)
(3,13,1)
(3,14,1)
(3,15,1)
(3,16,1)
(3,17,1)
(3,18,1)
(3,19,1)
(3,20,1)
(4,0,0)
(4,1,1)
(4,2,1)
(4,3,1)
(4,4,1)
(4,5,1)
(4,6,1)
(4,7,1)
(4,8,1)
(4,9,1)
(4,10,1)
(4,11,1)
(4,12,1)
(4,13,1)
(4,14,1)
(4,15,1)
(4,16,1)
(4,17,1)
(4,18,1)
(4,19,1)
(4,20,1)
(5,0,0)
(5,1,1)
(5,2,1)
(5,3,1)
(5,4,1)
(5,5,1)
(5,6,1)
(5,7,1)
(5,8,1)
(5,9,1)
(5,10,1)
(5,11,1)
(5,12,1)
(5,13,1)
(5,14,1)
(5,15,1)
(5,16,1)
(5,17,1)
(5,18,1)
(5,19,1)
(5,20,1)
(6,0,0)
(6,1,1)
(6,2,1)
(6,3,1)
(6,4,1)
(6,5,1)
(6,6,1)
(6,7,1)
(6,8,1)
(6,9,1)
(6,10,1)
(6,11,1)
(6,12,1)
(6,13,1)
(6,14,1)
(6,15,1)
(6,16,1)
(6,17,1)
(6,18,1)
(6,19,1)
(6,20,1)
(7,0,0)
(7,1,1)
(7,2,1)
(7,3,1)
(7,4,1)
(7,5,1)
(7,6,1)
(7,7,1)
(7,8,1)
(7,9,1)
(7,10,1)
(7,11,1)
(7,12,1)
(7,13,1)
(7,14,1)
(7,15,1)
(7,16,1)
(7,17,1)
(7,18,1)
(7,19,1)
(7,20,1)
(8,0,0)
(8,1,1)
(8,2,1)
(8,3,1)
(8,4,1)
(8,5,1)
(8,6,1)
(8,7,1)
(8,8,1)
(8,9,1)
(8,10,1)
(8,11,1)
(8,12,1)
(8,13,1)
(8,14,1)
(8,15,1)
(8,16,1)
(8,17,1)
(8,18,1)
(8,19,1)
(8,20,1)
(9,0,0)
(9,1,1)
(9,2,1)
(9,3,1)
(9,4,1)
(9,5,1)
(9,6,1)
(9,7,1)
(9,8,1)
(9,9,1)
(9,10,1)
(9,11,1)
(9,12,1)
(9,13,1)
(9,14,1)
(9,15,1)
(9,16,1)
(9,17,1)
(9,18,1)
(9,19,1)
(9,20,1)
(10,0,0)
(10,1,1)
(10,2,1)
(10,3,1)
(10,4,1)
(10,5,1)
(10,6,1)
(10,7,1)
(10,8,1)
(10,9,1)
(10,10,1)
(10,11,1)
(10,12,1)
(10,13,1)
(10,14,1)
(10,15,1)
(10,16,1)
(10,17,1)
(10,18,1)
(10,19,1)
(10,20,1)
(11,0,0)
(11,1,1)
(11,2,1)
(11,3,1)
(11,4,1)
(11,5,1)
(11,6,1)
(11,7,1)
(11,8,1)
(11,9,1)
(11,10,1)
(11,11,1)
(11,12,1)
(11,13,1)
(11,14,1)
(11,15,1)
(11,16,1)
(11,17,1)
(11,18,1)
(11,19,1)
(11,20,1)
(12,0,0)
(12,1,1)
(12,2,1)
(12,3,1)
(12,4,1)
(12,5,1)
(12,6,1)
(12,7,1)
(12,8,1)
(12,9,1)
(12,10,1)
(12,11,1)
(12,12,1)
(12,13,1)
(12,14,1)
(12,15,1)
(12,16,1)
(12,17,1)
(12,18,1)
(12,19,1)
(12,20,1)
(13,0,0)
(13,1,1)
(13,2,1)
(13,3,1)
(13,4,1)
(13,5,1)
(13,6,1)
(13,7,1)
(13,8,1)
(13,9,1)
(13,10,1)
(13,11,1)
(13,12,1)
(13,13,1)
(13,14,1)
(13,15,1)
(13,16,1)
(13,17,1)
(13,18,1)
(13,19,1)
(13,20,1)
(14,0,0)
(14,1,1)
(14,2,1)
(14,3,1)
(14,4,1)
(14,5,1)
(14,6,1)
(14,7,1)
(14,8,1)
(14,9,1)
(14,10,1)
(14,11,1)
(14,12,1)
(14,13,1)
(14,14,1)
(14,15,1)
(14,16,1)
(14,17,1)
(14,18,1)
(14,19,1)
(14,20,1)
(15,0,0)
(15,1,1)
(15,2,1)
(15,3,1)
(15,4,1)
(15,5,1)
(15,6,1)
(15,7,1)
(15,8,1)
(15,9,1)
(15,10,1)
(15,11,1)
(15,12,1)
(15,13,1)
(15,14,1)
(15,15,1)
(15,16,1)
(15,17,1)
(15,18,1)
(15,19,1)
(15,20,1)
(16,0,0)
(16,1,1)
(16,2,1)
(16,3,1)
(16,4,1)
(16,5,1)
(16,6,1)
(16,7,1)
(16,8,1)
(16,9,1)
(16,10,1)
(16,11,1)
(16,12,1)
(16,13,1)
(16,14,1)
(16,15,1)
(16,16,1)
(16,17,1)
(16,18,1)
(16,19,1)
(16,20,1)
(17,0,0)
(17,1,1)
(17,2,1)
(17,3,1)
(17,4,1)
(17,5,1)
(17,6,1)
(17,7,1)
(17,8,1)
(17,9,1)
(17,10,1)
(17,11,1)
(17,12,1)
(17,13,1)
(17,14,1)
(17,15,1)
(17,16,1)
(17,17,1)
(17,18,1)
(17,19,1)
(17,20,1)
(18,0,0)
(18,1,1)
(18,2,1)
(18,3,1)
(18,4,1)
(18,5,1)
(18,6,1)
(18,7,1)
(18,8,1)
(18,9,1)
(18,10,1)
(18,11,1)
(18,12,1)
(18,13,1)
(18,14,1)
(18,15,1)
(18,16,1)
(18,17,1)
(18,18,1)
(18,19,1)
(18,20,1)
(19,0,0)
(19,1,1)
(19,2,1)
(19,3,1)
(19,4,1)
(19,5,1)
(19,6,1)
(19,7,1)
(19,8,1)
(19,9,1)
(19,10,1)
(19,11,1)
(19,12,1)
(19,13,1)
(19,14,1)
(19,15,1)
(19,16,1)
(19,17,1)
(19,18,1)
(19,19,1)
(19,20,1)
(20,0,0)
(20,1,1)
(20,2,1)
(20,3,1)
(20,4,1)
(20,5,1)
(20,6,1)
(20,7,1)
(20,8,1)
(20,9,1)
(20,10,1)
(20,11,1)
(20,12,1)
(20,13,1)
(20,14,1)
(20,15,1)
(20,16,1)
(20,17,1)
(20,18,1)
(20,19,1)
(20,20,1)
